;ncbi_gene_ID;HGNC;name;summary;ensembl_gene_id;refseq_accession;uniprot_ids;omim_id;orphanet;mane_select;gene_ID
233;9189;ZBED1;zinc finger BED-type containing 1;This gene is located in the pseudoautosomal region 1 (PAR1) of X and Y chromosomes. It was earlier identified as a gene with similarity to Ac transposable elements, however, was found not to have transposase activity. Later studies show that this gene product is localized in the nucleus and functions as a transcription factor. It binds to DNA elements found in the promoter regions of several genes related to cell proliferation, such as histone H1, hence may have a role in regulating genes related to cell proliferation. Alternatively spliced transcript variants with different 5' untranslated region have been found for this gene. [provided by RefSeq, Jan 2010];ENSG00000214717;NM_004729;O96006;300178;;ENST00000652001.1|NM_001171136.2;gene_ID_233
234;29801;ZDHHC8;zDHHC palmitoyltransferase 8;This gene encodes a four transmembrane protein that is a member of the zinc finger DHHC domain-containing protein family. The encoded protein may function as a palmitoyltransferase. Defects in this gene may be associated with a susceptibility to schizophrenia. Alternate splicing of this gene results in multiple transcript variants. A pseudogene of this gene is found on chromosome 22.[provided by RefSeq, May 2010];ENSG00000099904;NM_013373;Q9ULC8;608784;;ENST00000334554.12|NM_013373.4;gene_ID_234
235;59348;ZNF350;zinc finger protein 350;Enables DNA-binding transcription repressor activity, RNA polymerase II-specific and RNA polymerase II intronic transcription regulatory region sequence-specific DNA binding activity. Involved in negative regulation of transcription by RNA polymerase II. Located in nuclear body. Part of transcription repressor complex. [provided by Alliance of Genome Resources, Jul 2025];ENSG00000256683;NM_021632;Q9GZX5;605422;;ENST00000243644.9|NM_021632.4;gene_ID_235
236;101669766;ZNF350-AS1;ZNF350 antisense RNA 1;0;ENSG00000269235;NR_103847;;;;;gene_ID_236
237;9668;ZNF432;zinc finger protein 432;Enables damaged DNA binding activity and protein-macromolecule adaptor activity. Involved in DNA damage response. Located in nucleoplasm. [provided by Alliance of Genome Resources, Jul 2025];ENSG00000256087;NM_014650;O94892;620554;;ENST00000221315.10|NM_014650.4;gene_ID_237
238;84765;ZNF577;zinc finger protein 577;Predicted to enable DNA-binding transcription factor activity, RNA polymerase II-specific and RNA polymerase II cis-regulatory region sequence-specific DNA binding activity. Predicted to be involved in regulation of transcription by RNA polymerase II. Predicted to be active in nucleus. [provided by Alliance of Genome Resources, Jul 2025];ENSG00000161551;NM_032679;Q9BSK1;;;ENST00000638348.2|NM_001370449.1;gene_ID_238
239;79898;ZNF613;zinc finger protein 613;Predicted to enable DNA-binding transcription factor activity and RNA polymerase II cis-regulatory region sequence-specific DNA binding activity. Predicted to be involved in regulation of transcription by RNA polymerase II. Predicted to be located in nucleus. [provided by Alliance of Genome Resources, Jul 2025];ENSG00000176024;NM_024840;Q6PF04;;;ENST00000293471.11|NM_001031721.4;gene_ID_239
240;80110;ZNF614;zinc finger protein 614;Predicted to enable DNA-binding transcription factor activity, RNA polymerase II-specific and RNA polymerase II transcription regulatory region sequence-specific DNA binding activity. Predicted to be involved in regulation of transcription by RNA polymerase II. Predicted to be active in nucleus. [provided by Alliance of Genome Resources, Jul 2025];ENSG00000142556;NM_025040;Q8N883;;;ENST00000270649.11|NM_025040.4;gene_ID_240
241;284370;ZNF615;zinc finger protein 615;Predicted to enable DNA binding activity and zinc ion binding activity. Predicted to be involved in regulation of transcription by RNA polymerase II. Predicted to be active in nucleus. [provided by Alliance of Genome Resources, Jul 2025];ENSG00000197619;NM_198480;Q8N8J6;;;ENST00000598071.6|NM_001199324.2;gene_ID_241
242;65251;ZNF649;zinc finger protein 649;Predicted to enable DNA-binding transcription factor activity and RNA polymerase II cis-regulatory region sequence-specific DNA binding activity. Predicted to be involved in regulation of osteoblast differentiation and regulation of transcription by RNA polymerase II. Predicted to act upstream of or within negative regulation of DNA-templated transcription. Located in nucleus. [provided by Alliance of Genome Resources, Jul 2025];ENSG00000198093;NM_023074;Q9BS31;611903;;ENST00000354957.8|NM_023074.4;gene_ID_242
243;101928571;ZNF649-AS1;ZNF649 antisense RNA 1;0;ENSG00000268095;NR_110733;;;;;gene_ID_243
244;7625;ZNF74;zinc finger protein 74;Predicted to enable DNA-binding transcription factor activity, RNA polymerase II-specific and RNA polymerase II cis-regulatory region sequence-specific DNA binding activity. Predicted to be involved in regulation of transcription by RNA polymerase II. Located in actin cytoskeleton and nucleoplasm. [provided by Alliance of Genome Resources, Jul 2025];ENSG00000185252;NM_003426;Q16587;194548;;ENST00000400451.7|NM_003426.4;gene_ID_244
245;284371;ZNF841;zinc finger protein 841;Predicted to enable DNA binding activity and zinc ion binding activity. Predicted to be involved in regulation of transcription by RNA polymerase II. Predicted to be active in nucleus. [provided by Alliance of Genome Resources, Jul 2025];ENSG00000197608;NM_001352298;Q6ZN19;;;ENST00000594440.6|NM_001136499.2;gene_ID_245
